carrier_slug,carrier_name,product_slug,product_name,condition_key,outcome,rule_text,age_min,age_max,coverage,source
transamerica,Transamerica,immediate_solutions,Immediate Solutions WL,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,85,seeded,screenshot_row_uniform
transamerica,Transamerica,immediate_solutions,Immediate Solutions WL,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,0,85,seeded,screenshot_row_uniform
uhl,United Home Life,term,Term,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,20,60,incomplete,catalog
uhl,United Home Life,term,Term,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,60,seeded,screenshot_row_uniform
uhl,United Home Life,term,Term,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,60,seeded,screenshot_row_uniform
uhl,United Home Life,term,Term,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,60,seeded,screenshot_row_uniform
uhl,United Home Life,term,Term,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,60,seeded,screenshot_row_uniform
uhl,United Home Life,term,Term,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,60,seeded,screenshot_row_uniform
uhl,United Home Life,whole_life,Whole Life,,,Product listed on Javy MATRIX screenshots. Cell rules incomplete until spreadsheet import.,20,80,incomplete,catalog
uhl,United Home Life,whole_life,Whole Life,aids_hiv,decline,AIDS / HIV row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,80,seeded,screenshot_row_uniform
uhl,United Home Life,whole_life,Whole Life,als,decline,ALS row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,80,seeded,screenshot_row_uniform
uhl,United Home Life,whole_life,Whole Life,alzheimers,decline,Alzheimer’s row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,80,seeded,screenshot_row_uniform
uhl,United Home Life,whole_life,Whole Life,dementia,decline,Dementia row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,80,seeded,screenshot_row_uniform
uhl,United Home Life,whole_life,Whole Life,cystic_fibrosis,decline,Cystic fibrosis row is empty/decline across visible MATRIX product columns (screenshots 2026-09-16). Confirm when spreadsheet provided.,20,80,seeded,screenshot_row_uniform
